loan_id,sector,pd_annual,lgd,ead,rwa,loan_amount
LN_001492,Industrials,0.01279,0.2015,11256913.0,5339988.0,11256913.0
LN_001493,Industrials,0.01834,0.2576,5985026.0,2623064.0,5985026.0
LN_001494,Industrials,0.01336,0.4678,1146274.0,859414.0,1146274.0
LN_001495,Industrials,0.00684,0.5723,532415.0,407976.0,532415.0
LN_001496,Industrials,0.02454,0.2892,710616.0,414900.0,710616.0
LN_001497,Industrials,0.02155,0.4479,343100.0,237148.0,343100.0
LN_001498,Industrials,0.00856,0.4711,13301943.0,8944294.0,13301943.0
LN_001499,Industrials,0.02871,0.2883,1709904.0,1133929.0,1709904.0
LN_001500,Industrials,0.01522,0.4131,2374740.0,1489377.0,2374740.0
LN_001501,Industrials,0.01291,0.311,2545794.0,1462211.0,2545794.0
LN_001502,Industrials,0.03083,0.1209,16586174.0,9802722.0,16586174.0
LN_001503,Industrials,0.00358,0.628,1166710.0,805866.0,1166710.0
LN_001504,Industrials,0.00554,0.3256,7022332.0,4033790.0,7022332.0
LN_001505,Industrials,0.01713,0.5422,"2,845,307",2108230.0,2845307.0
LN_001506,Industrials,0.01075,0.3443,1780852.0,1010243.0,1780852.0
LN_001507,Industrials,0.00764,0.4448,289462.0,186203.0,289462.0
LN_001508,Industrials,0.02529,0.4217,5362029.0,3495440.0,5362029.0
LN_001509,Industrials,0.01538,0.5458,969202.0,791338.0,969202.0
LN_001510,Industrials,0.00651,0.3099,1299382.0,615685.0,1299382.0
LN_001511,Industrials,0.0088,0.5854,2628982.0,1898409.0,2628982.0
LN_001512,Industrials,0.01833,NA,2298214.0,1905979.0,2298214.0
LN_001513,Industrials,0.02899,0.2324,6626361.0,4466380.0,6626361.0
LN_001514,Industrials,0.00457,0.28,1045813.0,570987.0,1045813.0
LN_001515,Industrials,0.01372,0.4523,2469525.0,1842016.0,2469525.0
LN_001516,Industrials,0.01009,0.295,2777412.0,1438292.0,2777412.0
LN_001517,Industrials,0.00519,0.4317,2142550.0,1320966.0,2142550.0
LN_001518,Industrials,0.01121,0.3946,4200410.0,2701287.0,4200410.0
LN_001519,Industrials,0.00557,0.3627,1606063.0,898562.0,1606063.0
LN_001520,Industrials,0.00936,0.4754,7214679.0,4612513.0,7214679.0
LN_001521,Industrials,0.02677,0.1406,1005128.0,657156.0,1005128.0
LN_001522,Industrials,0.01563,0.3311,474423.0,280688.0,474423.0
LN_001523,Industrials,0.01781,0.2971,2001108.0,1196061.0,2001108.0
LN_001524,Industrials,0.0163,0.4386,7037336.0,4761747.0,7037336.0
LN_001525,Industrials,-999,0.1924,1227454.0,654717.0,1227454.0
LN_001526,Industrials,0.01956,0.3941,1093804.0,758675.0,1093804.0
LN_001527,Industrials,0.0069,0.4676,1461810.0,934988.0,1461810.0
LN_001528,Industrials,0.01022,0.5781,2473419.0,1853395.0,2473419.0
LN_001529,Industrials,0.01847,0.2683,1742221.0,1074094.0,1742221.0
LN_001530,Industrials,0.00855,0.3048,2874310.0,1708131.0,2874310.0
LN_001531,Industrials,0.00985,0.3285,355846.0,234721.0,355846.0
LN_001532,Industrials,0.02197,0.4697,9764040.0,6827427.0,9764040.0
LN_001533,Industrial,0.02578,0.3596,3802360.0,2989579.0,3802360.0
LN_001534,Industrials,0.00908,0.5424,860642.0,586671.0,860642.0
LN_001535,Industrials,0.0082,0.3596,8571045.0,5412747.0,8571045.0
LN_001536,Industrials,0.01623,0.5683,3317718.0,2552201.0,3317718.0
LN_001537,Industrial,0.01394,0.2462,9496706.0,5275397.0,9496706.0
LN_001538,Industrials,0.0088,0.7273,621893.0,439083.0,621893.0
LN_001539,Industrials,0.01635,0.4434,11516740.0,8910311.0,11516740.0
LN_001540,Industrails,0.01601,0.2453,2188470.0,1191505.0,2188470.0
LN_001541,Industrials,0.01272,0.4415,251057.0,158425.0,251057.0
LN_001542,Industrials,0.05129,0.4022,4531774.0,4229043.0,4531774.0
LN_001543,Industrials,0.02373,0.4866,1530053.0,1170496.0,1530053.0
LN_001544,industrials,0.0182,0.3203,735532.0,538054.0,735532.0
LN_001545,Industrials,0.02016,0.4596,1672906.0,1353210.0,1672906.0
LN_001546,Industrials,0.05191,0.287,282604.0,241871.0,282604.0
LN_001547,Industrials,0.02091,0.4739,3808434.0,2855712.0,3808434.0
LN_001548,Industrials,0.00862,0.3735,1671022.0,1080021.0,1671022.0
LN_001549,Industrials,0.01432,0.3613,1580628.0,901115.0,1580628.0
LN_001550,Industrials,0.01269,0.5488,8955712.0,6606827.0,8955712.0
LN_001551,Industrials,0.00928,0.4906,2164238.0,1480420.0,2164238.0
LN_001552,Industrials,0.0139,0.5013,1056822.0,725808.0,1056822.0
LN_001553,Industrials,0.01384,0.4586,784081.0,548178.0,784081.0
LN_001554,Industrials,0.01192,0.3101,1960239.0,1020123.0,1960239.0
LN_001555,Industrials,0.00966,0.1849,6247836.0,3472261.0,6247836.0
LN_001556,Industrials,0.01836,0.4078,1146851.0,859853.0,1146851.0
LN_001557,Industrials,0.00562,0.3456,716689.0,365797.0,716689.0
LN_001558,Industrials,1.83%,0.1508,5397699.0,2975412.0,5397699.0
LN_001559,Industrials,0.01231,0.3155,2219234.0,1499040.0,2219234.0
LN_001560,Industrials,0.01401,0.6692,2033300.0,1675640.0,2033300.0
LN_001561,Industrials,0.00384,0.4181,17875509.0,9881275.0,17875509.0
LN_001562,Retail,0.01051,0.3595,1223425.0,818870.0,1223425.0
LN_001563,Retail,0.02628,0.1815,949747.0,598144.0,949747.0
LN_001564,Retail,0.0428,0.4651,2468936.0,2242994.0,2468936.0
LN_001565,Retail,999,0.463,2046392.0,1399099.0,2046392.0
LN_001566,Retail,0.01751,0.4934,502642.0,366036.0,502642.0
LN_001567,Retail,0.01168,0.5604,716260.0,495857.0,716260.0
LN_001568,Retail ,0.01491,0.6358,976613.0,648347.0,976613.0
LN_001569,Retail,0.02003,0.3495,1314270.0,911224.0,1314270.0
LN_001570,Retail,0.01683,0.6087,1366521.0,1066569.0,1366521.0
LN_001571,Retail,0.01222,0.2389,1021431.0,663533.0,1021431.0
LN_001572,retail,0.04889,0.4759,3549135.0,2877738.0,3549135.0
LN_001573,Retail,0.01588,0.4111,4755715.0,3384699.0,4755715.0
LN_001574,Retail,0.01569,0.3991,2069316.0,1280240.0,2069316.0
LN_001575,Retail,0.0298,0.2238,238756.0,155661.0,238756.0
LN_001576,Retail,1.73%,0.5476,1660137.0,1183533.0,1660137.0
LN_001577,Retail,0.01553,0.4699,3285229.0,2360279.0,3285229.0
LN_001578,Retail,0.02751,0.5509,1784805.0,1457920.0,1784805.0
LN_001579,Retail,0.01027,0.6157,2496730.0,1978103.0,2496730.0
LN_001580,Retail,-999,0.4947,2124160.0,1654069.0,2124160.0
LN_001581,Retail,0.02864,0.574,466061.0,401066.0,466061.0
LN_001582,Retail,0.02386,0.4985,173702.0,143887.0,173702.0
LN_001583,Retail,0.01571,0.5313,3476758.0,2647329.0,3476758.0
LN_001584,Retail,0.0171,0.4864,1172682.0,837308.0,1172682.0
LN_001585,Retail,0.00732,0.4072,2856320.0,1934222.0,2856320.0
LN_001586,Retail,0.01609,0.2194,1442041.0,810636.0,1442041.0
LN_001587,Retail,0.01982,0.6685,1637609.0,1402292.0,1637609.0
LN_001588,Retail,0.0264,0.5151,7073524.0,5493930.0,7073524.0
LN_001589,Retail,0.01842,0.4014,616686.0,400839.0,616686.0
LN_001590,Retail,0.01415,0.6859,1906024.0,1276163.0,1906024.0
LN_001591,Retail,0.01133,0.7552,681047.0,590272.0,681047.0
LN_001592,Retail,0.01678,0.4631,2059512.0,1340349.0,2059512.0
LN_001593,Retail,0.01835,0.4648,3024686.0,2271477.0,3024686.0
LN_001594,Retail,0.03126,0.4005,3572738.0,3015577.0,3572738.0
LN_001595,Retail,0.01724,0.5042,2219750.0,1483613.0,2219750.0
LN_001596,Retail,0.01339,0.4968,518668.0,386763.0,518668.0
LN_001597,Retail,0.01628,0.38,2426828.0,1583244.0,2426828.0
LN_001598,Retail,0.01351,0.4648,4492346.0,3183641.0,4492346.0
LN_001599,Retail,0.01528,0.5152,4949998.0,3309193.0,4949998.0
LN_001600,Retail,0.00575,0.3909,14707113.0,8843382.0,14707113.0
LN_001601,Retail,0.0078,0.6564,3283070.0,2513542.0,3283070.0
LN_001602,Retail,0.95%,0.311,731372.0,472794.0,731372.0
LN_001603,Retail,0.02161,0.2365,1174452.0,836350.0,1174452.0
LN_001604,Retail ,0.01651,0.5939,2086227.0,1650290.0,2086227.0
LN_001605,Retail,0.01845,0.6192,5200760.0,4079075.0,5200760.0
LN_001606,Retail ,0.0305,0.3047,650344.0,524527.0,650344.0
LN_001607,Retail,0.01024,0.4996,4581195.0,3122708.0,4581195.0
LN_001608,Retail,0.0302,0.4785,3572157.0,2829643.0,3572157.0
LN_001609,Retail,0.02075,0.4728,842778.0,623532.0,842778.0
LN_001610,Retail,0.01205,0.3231,3427677.0,2134224.0,3427677.0
LN_001611,Retail,0.03583,0.3762,931806.0,751189.0,931806.0
LN_001612,retail,0.00847,0.3275,1916995.0,1062214.0,1916995.0
LN_001613,Retail,0.00982,0.1884,1443562.0,733094.0,1443562.0
LN_001614,Retail,0.01547,0.1356,2409183.0,1463296.0,2409183.0
LN_001615,Retail,0.02096,not available,627956.0,557536.0,627956.0
LN_001616,Retail,0.0156,0.3074,3171136.0,2011853.0,3171136.0
LN_001617,Retail,0.00597,0.1796,245033.0,122075.0,245033.0
LN_001618,Retail,0.0148,0.5434,1308653.0,951815.0,1308653.0
LN_001619,Retail,0.01645,0.5025,1125271.0,871498.0,1125271.0
LN_001620,Retail,0.06032,0.372,8592238.0,7669778.0,8592238.0
LN_001621,Retail,0.03381,0.3944,3203402.0,2487060.0,3203402.0
LN_001622,Retail,0.01822,0.4186,1212075.0,810284.0,1212075.0
LN_001623,Retail,0.01,0.4318,824238.0,509808.0,824238.0
LN_001624,Retail, ,0.5082,1988451.0,1499027.0,1988451.0
LN_001625,Retail,0.00964,0.5399,1058984.0,747339.0,1058984.0
LN_001626,Retail,0.01895,0.451,16054802.0,10996862.0,16054802.0
LN_001627,Retail,0.02055,0.6547,138235.0,114879.0,138235.0
LN_001628,Retail,0.01406,0.6154,2047733.0,1590701.0,2047733.0
LN_001629,Retail,0.01939,0.3413,186904.0,118224.0,186904.0
LN_001630,Retail,0.01456,0.3782,5153339.0,3169333.0,5153339.0
LN_001631,Retail,0.01293,0.5351,898001.0,643053.0,898001.0
LN_001632,Retail,0.03657,0.3602,8822042.0,7072334.0,8822042.0
LN_001633,RETAIL,2.28%,0.3645,1147511.0,850205.0,1147511.0
LN_001634,Retail,0.01473,0.4319,5376921.0,3685993.0,5376921.0
LN_001635,Retail,0.01174,0.2388,2334773.0,1260118.0,2334773.0
LN_001636,Retail,0.01871,0.6412,5913218.0,4814995.0,5913218.0
LN_001637,Retail,0.02267,0.503,1967647.0,1680980.0,1967647.0
LN_001638,Retail,0.02609,0.5826,114582.0,99830.0,114582.0
LN_001639,Retail,0.03547,0.4622,968438.0,748233.0,968438.0
LN_001640,Retail,0.02152,0.4629,438857.0,321255.0,438857.0
LN_001641,Retail,0.00986,0.4841,4726437.0,3077275.0,4726437.0
LN_001642,Retail,0.04667,,3207330.0,2964849.0,3207330.0
LN_001643,Retail,N/A,0.3549,1937057.0,1255796.0,1937057.0
LN_001644,Retail,0.02583,0.3166,2964125.0,2019297.0,2964125.0
LN_001645,Retail,0.03314,0.472,2321967.0,1729292.0,2321967.0
LN_001646,Retail,0.00822,0.5027,1119724.0,726278.0,1119724.0
LN_001647,Retail,0.01425,0.4149,12319555.0,9075447.0,12319555.0
LN_001648,Retail,0.01331,0.4672,2417375.0,1777053.0,2417375.0
LN_001649,Retail,0.03081,0.5033,1603059.0,1236303.0,1603059.0
LN_001650,Retail,n/a,0.6188,478652.0,334800.0,478652.0
LN_001651,Retail,0.01461,0.564,1067947.0,753304.0,1067947.0
LN_001652,Retial,3.62%,0.3385,1948128.0,1294981.0,1948128.0
LN_001653,Retail,0.02358,0.4135,1626187.0,1094569.0,1626187.0
LN_001654,Retail,0.01416,0.5089,1225120.0,861147.0,1225120.0
LN_001655,Retail,0.0433,0.6071,1835544.0,1642446.0,1835544.0
LN_001656,Retail,0.00889,0.3106,662829.0,404963.0,662829.0
LN_001657,Retail,0.02141,0.4785,1941177.0,1436577.0,1941177.0
LN_001658,Retail,0.0153,0.5953,443414.0,330259.0,443414.0
LN_001659,Retail,0.02202,0.5211,850949.0,725723.0,850949.0
LN_001660,Retail,0.01494,0.3924,955386.0,659261.0,955386.0
LN_001661,RETAIL,0.01133,0.5363,4397990.0,3154068.0,4397990.0
LN_001662,Retail,0.01901,0.4372,3064978.0,2431670.0,3064978.0
LN_001663,Retail,0.00894,0.4768,2068004.0,1508199.0,2068004.0
LN_001664,Retail,0.02224,0.4675,646173.0,457405.0,646173.0
LN_001665,Retail,0.01462,0.3726,1318377.0,868761.0,1318377.0
LN_001666,Retail,0.02697,0.5955,4120305.0,3376086.0,4120305.0
LN_001667,Retail,0.01372,0.4686,6332575.0,3942702.0,6332575.0
LN_001668,Retail,1.23%,0.2113,475193.0,299952.0,475193.0
LN_001669,Retail,0.02083,0.3444,1280150.0,943172.0,1280150.0
LN_001670,Retail,0.03144,0.5434,2135072.0,1660898.0,2135072.0
LN_001671,Retail,0.00616,0.7747,2687466.0,2250544.0,2687466.0
LN_001672,Retail,0.01814,0.4665,1943464.0,1240161.0,1943464.0
LN_001673,Retail,0.02329,0.3887,3640088.0,2750394.0,3640088.0
LN_001674,Retail,0.00849,0.1322,488406.0,230544.0,488406.0
LN_001675,Retail,0.01108,0.6204,8470960.0,6308728.0,8470960.0
LN_001676,Retail,0.02348,0.5359,650439.0,550603.0,650439.0
LN_001677,Retail,0.01138,0.3795,2042207.0,1283307.0,2042207.0
LN_001678,Retail,0.01248,0.243,3173502.0,1736382.0,3173502.0
LN_001679,Retail,0.03986,0.3066,5854797.0,4697409.0,5854797.0
LN_001680,Retail,1.07%,0.4521,4566423.0,2966123.0,4566423.0
LN_001681,Retail,0.01117,0.2136,4432073.0,2557716.0,4432073.0
LN_001682,Retail,0.00546,0.3099,6522113.0,3614969.0,6522113.0
LN_001683,Retail,0.00996,n.a.,1675682.0,1259240.0,1675682.0
LN_001684,Retail,0.00932,0.4962,3952902.0,2805408.0,3952902.0
LN_001685,Retail,0.0398,0.3985,8393549.0,7106742.0,8393549.0
LN_001686,Retail,0.03113,0.4143,943405.0,676902.0,943405.0
LN_001687,Retail,0.92%,0.5275,512461.0,402781.0,512461.0
LN_001688,Retail,0.04503,0.4209,746112.0,630405.0,746112.0
LN_001689,Retail,0.02498,0.3537,7449849.0,5807767.0,7449849.0
LN_001690,Retail,0.01563,0.609,6338281.0,4761102.0,6338281.0
LN_001691,Retail,0.02545,0.6149,1383363.0,1146503.0,1383363.0
LN_001692,Retail,0.02061,0.1979,2455265.0,1401784.0,2455265.0
LN_001693,Retail,0.01172,0.7499,3055606.0,2716715.0,3055606.0
LN_001694,Retail,0.00718,0.4601,5290654.0,3315443.0,5290654.0
LN_001695,Retail,0.01091,0.6219,324376.0,252496.0,324376.0
LN_001696,Retail,0.01704,0.6702,1144359.0,854531.0,1144359.0
LN_001697,Retail,0.01433,0.6693,1520707.0,1189315.0,1520707.0
LN_001698,Retail,0.01186,0.3453,2642262.0,1645576.0,2642262.0
LN_001699,Retail,0.02761,0.3,2097051.0,1418543.0,2097051.0
LN_001700,Retail ,0.0101,0.3229,1443027.0,720601.0,1443027.0
LN_001701,Retail,0.02649,0.5567,2573854.0,2162304.0,2573854.0
LN_001702,Retail,0.01346,0.6329,168467.0,123572.0,168467.0
LN_001703,Retail,0.01802,0.521,36652214.0,30738224.0,36652214.0
LN_001704,Retail,0.00983,0.5421,4282681.0,2993369.0,4282681.0
LN_001705,Retail,0.017,NA,4548663.0,4425594.0,4548663.0
LN_001706,Retail,0.01161,0.5938,1044894.0,814055.0,1044894.0
LN_001707,Retail,0.00722,0.3582,2908602.0,1784255.0,2908602.0
LN_001708,Retail,0.01691,0.3941,13900177.0,8980638.0,13900177.0
LN_001709,Retail,0.01664,0.6274,11108875.0,8778977.0,11108875.0
LN_001710,Retail,0.02568,0.4574,2105460.0,1638858.0,2105460.0
LN_001711,Retail,0.01963,0.543,599931.0,404226.0,599931.0
LN_001712,Retial,0.01035,0.3496,2289214.0,1495411.0,2289214.0
LN_001713,Retail,0.01261,0.7276,1472609.0,1134642.0,1472609.0
LN_001714,Retail,0.00501,0.4883,4426703.0,2820746.0,4426703.0
LN_001715,Retail,0.00982,0.3209,578477.0,263128.0,578477.0
LN_001716,Retail,3.23%,0.5915,1639937.0,1463150.0,1639937.0
LN_001717,Retail,0.036,0.4871,2540952.0,2212687.0,2540952.0
LN_001718,Retail,0.02485,0.1868,1256981.0,774831.0,1256981.0
LN_001719,Retail,0.0198,0.4714,5382289.0,4007309.0,5382289.0
LN_001720,Retail,0.02279,0.4613,663488.0,480038.0,663488.0
LN_001721,Retail,0.02168,0.5934,603599.0,491781.0,603599.0
LN_001722,Retail,0.00725,NA,1405525.0,862061.0,1405525.0
LN_001723,Retail,0.01109,0.4859,4344620.0,2885699.0,4344620.0
LN_001724,Retail,0.0306,0.5384,1471040.0,1257542.0,1471040.0
LN_001725,Retail,0.03052,0.5684,1116203.0,984230.0,1116203.0
LN_001726,Retail,0.0192,0.6794,4246024.0,3517786.0,4246024.0
LN_001727,Retail,0.01463,-,2435951.0,1686283.0,2435951.0
LN_001728,Retail,0.0141,0.3291,1187983.0,744964.0,1187983.0
LN_001729,Retail,0.01304,0.6258,2212696.0,1658375.0,2212696.0
LN_001730,Retail,0.0108,0.6951,1564363.0,1432061.0,1564363.0
LN_001731,Retail,0.00659,0.4934,3521220.0,2256875.0,3521220.0
LN_001732,Retial,0.01835,0.5567,2254337.0,1915744.0,2254337.0
LN_001733,Retail,0.01364,0.5643,915631.0,727709.0,915631.0
LN_001734,Retail,0.01534,0.59,1244589.0,832878.0,1244589.0
LN_001735,Retail,0.03973,0.468,1322090.0,1135491.0,1322090.0
LN_001736,Retail,0.02283,0.465,2803561.0,2224647.0,2803561.0
LN_001737,Retail,0.01206,0.291,2815828.0,1753411.0,2815828.0
LN_001738,Retail,0.0227,0.4905,887149.0,632767.0,887149.0
LN_001739,Retail,0.00811,0.3885,1639395.0,1025865.0,1639395.0
LN_001740,Retail,0.02865,0.4739,2640856.0,1915974.0,2640856.0
LN_001741,Retail,0.01941,0.6906,5621959.0,4480585.0,5621959.0
LN_001742,Retail,0.01549,0.5606,2497365.0,1849489.0,2497365.0
LN_001743,Retail,0.0226,0.4395,12719487.0,9378945.0,12719487.0
LN_001744,Retail ,0.03499,0.8258,"2,013,725",2200270.0,2013725.0
LN_001745,Retail,0.01355,0.4791,3971679.0,2831835.0,3971679.0
LN_001746,Retail,0.01046,0.5191,1437718.0,1078935.0,1437718.0
LN_001747,Retail,0.04845,0.3079,758246.0,570839.0,758246.0
LN_001748,Retail,0.01718,0.1725,2175429.0,1072175.0,2175429.0
LN_001749,Retail,0.03567,0.4925,3119436.0,2533606.0,3119436.0
LN_001750,Retail,0.0122,0.4106,2678283.0,1967898.0,2678283.0
LN_001751,Retail,0.02055,0.2136,2257695.0,1189349.0,2257695.0
LN_001752,Retail,0.01241,0.5897,1429032.0,961717.0,1429032.0
LN_001753,Retail,0.02331,0.3147,896079.0,591509.0,896079.0
LN_001754,Retail,0.01486,0.3932,1472865.0,1051527.0,1472865.0
LN_001755,Retail,0.01224,0.2275,3075059.0,1446393.0,3075059.0
LN_001756,Retail,0.0367,0.4692,4902334.0,4004380.0,4902334.0
LN_001757,Retial,0.02016,0.3442,84142.0,50087.0,84142.0
LN_001758,Retail,0.00624,0.1598,3520054.0,1923431.0,3520054.0
LN_001759,Retail,0.01516,0.4544,5536950.0,4015849.0,5536950.0
LN_001760,Retail,NULL,0.4102,6583599.0,4309607.0,6583599.0
LN_001761,Retail,0.00932,0.4579,2832079.0,1858506.0,2832079.0
LN_001762,Retail,0.01276,0.4293,3729469.0,2431629.0,3729469.0
LN_001763,Retail,0.01345,0.559,1282611.0,956294.0,1282611.0
LN_001764,Retail,0.01732,0.5677,1804680.0,1327211.0,1804680.0
LN_001765,Retail,0.0115,0.3652,3251110.0,1878225.0,3251110.0
LN_001766,Retail,0.00677,0.4155,687237.0,388940.0,687237.0
LN_001767,Retail,0.01306,0.3195,920513.0,557295.0,920513.0
LN_001768,Retail,0.02633,0.5152,2371231.0,1786430.0,2371231.0
LN_001769,Retail,0.00866,0.4874,546963.0,390081.0,546963.0
LN_001770,Retail,0.02313,0.2064,2064721.0,1034272.0,2064721.0
LN_001771,Retail,0.02137,0.3853,473665.0,340299.0,473665.0
LN_001772,Retail,0.01363,0.4617,2366193.0,1685578.0,2366193.0
LN_001773,Retail,0.01985,0.3638,2016371.0,1469784.0,2016371.0
LN_001774,Retail,0.01174,0.4478,1145301.0,750387.0,1145301.0
LN_001775,Retail,0.01396,0.4725,795951.0,494567.0,795951.0
LN_001776,Retail,0.01026,0.5494,1207549.0,808426.0,1207549.0
LN_001777,Retail,0.02144,0.6937,229486.0,210162.0,229486.0
LN_001778,Retail,0.03358,0.3636,1341898.0,989372.0,1341898.0
LN_001779,Retail,0.01215,0.4204,2198518.0,1395421.0,2198518.0
LN_001780,Retail,0.03082,0.6688,6228213.0,5449142.0,6228213.0
LN_001781,Retail,0.0059,0.3103,1205463.0,667250.0,1205463.0
LN_001782,Retail,0.01097,0.3048,1659751.0,950937.0,1659751.0
LN_001783,Retail,0.0103,0.2083,7433693.0,3353932.0,7433693.0
LN_001784,Retail,0.03999,0.5345,10367931.0,8869450.0,10367931.0
LN_001785,Retail,0.01269,0.3834,1229990.0,844444.0,1229990.0
LN_001786,Retail,0.02506,0.3477,5357474.0,4085568.0,5357474.0
LN_001787,Retail,0.00615,0.5763,6060549.0,4233280.0,6060549.0
LN_001788,Retail,0.01801,0.5354,3218362.0,2342854.0,3218362.0
LN_001789,Retail,0.02254,0.5345,762483.0,644856.0,762483.0
LN_001790,Retail,0.0167,0.5267,"795,842",582432.0,795842.0
LN_001791,Retail,0.00439,0.2373,3413310.0,1536452.0,3413310.0
LN_001792,Retail,-,0.53,18373804.0,13731358.0,18373804.0
LN_001793,Retail,0.02546,0.3874,1652932.0,1239927.0,1652932.0
LN_001794,Retail,0.03281,0.468,8827162.0,7773076.0,8827162.0
LN_001795,Retail,0.02074,0.5353,12077140.0,9005468.0,12077140.0
LN_001796,Retail,0.00734,0.356,592599.0,365409.0,592599.0
LN_001797,Retail,0.01533,0.46,1104922.0,750704.0,1104922.0
LN_001798,Retail,0.02666,0.5007,8354241.0,7028807.0,8354241.0
LN_001799,Retail,0.01132,0.324,5004603.0,3048727.0,5004603.0
LN_001800,Retail,0.02253,0.4797,3322711.0,2532812.0,3322711.0
LN_001801,Retail,0.0134,0.324,1941225.0,1089512.0,1941225.0
LN_001802,Retail,0.01781,0.4845,3591829.0,2543951.0,3591829.0
LN_001803,Retail,0.0248,0.5307,1070873.0,830369.0,1070873.0
LN_001804,Retail,0.01195,0.3989,21667226.0,10105485.0,21667226.0
LN_001805,Retail,0.07082,0.3702,649450.0,662889.0,649450.0
LN_001806,Retail,-,0.4329,350017.0,244354.0,350017.0
LN_001807,Retail,0.02017,0.373,2264030.0,1509015.0,2264030.0
LN_001808,Retail,0.01175,0.3345,7847931.0,4609718.0,7847931.0
LN_001809,Retail,0.01754,0.3378,1224149.0,786815.0,1224149.0
LN_001810,Retail,0.01488,0.4865,1864128.0,1340356.0,1864128.0
LN_001811,Retail,0.00821,0.4851,"736,496",444073.0,736496.0
LN_001812,Retail,0.00792,0.5054,1828037.0,1246789.0,1828037.0
LN_001813,Retail,0.01962,0.3243,739718.0,482314.0,739718.0
LN_001814,Retail,0.01627,0.3212,749653.0,469350.0,749653.0
LN_001815,Retail,0.00458,0.5442,477244.0,288698.0,477244.0
LN_001816,Retail,0.00583,0.3397,1159514.0,655631.0,1159514.0
LN_001817,Retail,0.01457,0.2103,11729063.0,5760477.0,11729063.0
LN_001818,Retail,0.01643,0.5358,1855519.0,1411376.0,1855519.0
LN_001819,Retail,0.02303,0.4249,2361429.0,1856839.0,2361429.0
LN_001820,Retail,0.00916,0.3006,16775375.0,10284191.0,16775375.0
LN_001821,Retail,0.02285,0.1936,1067661.0,616558.0,1067661.0
LN_001822,Retail,0.01458,0.2232,752689.0,402172.0,752689.0
LN_001823,Retail,0.01319,0.5005,3239709.0,2194230.0,3239709.0
LN_001824,Retail,0.01584,0.4907,601275.0,440310.0,601275.0
LN_001825,Retail,0.02782,0.6963,2701059.0,2344274.0,2701059.0
LN_001826,Retail,0.02246,0.4284,5956679.0,4138579.0,5956679.0
LN_001827,Retail,0.02651,0.2936,"695,050",381584.0,695050.0
LN_001828,Retial,0.01205,0.4246,1189382.0,731350.0,1189382.0
LN_001829,Retail,0.01475,0.2391,10029012.0,5338135.0,10029012.0
LN_001830,Retail,0.00951,0.3918,708816.0,422950.0,708816.0
LN_001831,Retail,0.01289,0.6015,1019608.0,833615.0,1019608.0
LN_001832,Retail,0.01394,0.4084,2465698.0,1461333.0,2465698.0
LN_001833,Retail,0.01347,0.8045,1447813.0,1171286.0,1447813.0
LN_001834,Retail,0.02428,0.2152,864783.0,556583.0,864783.0
LN_001835,Retail,0.02103,0.4064,9128390.0,5954174.0,9128390.0
LN_001836,Retail,0.02485,0.4815,1121684.0,848315.0,1121684.0
LN_001837,Retail,0.01813,0.3185,2697555.0,1733701.0,2697555.0
LN_001838,Retail,0.02906,0.5514,1321220.0,1094958.0,1321220.0
LN_001839,Retail,0.01799,0.4364,1572743.0,1038937.0,1572743.0
LN_001840,Retail,0.02755,0.2326,523748.0,360450.0,523748.0
LN_001841,Retail,0.02186,0.4136,4780691.0,3737618.0,4780691.0
LN_001842,Retail,0.02455,0.439,1297392.0,895567.0,1297392.0
LN_001843,Retail,0.01644,0.6743,6686429.0,5393437.0,6686429.0
LN_001844,Retail,0.00915,0.6547,640102.0,519134.0,640102.0
LN_001845,Retail,0.00826,0.5233,1231514.0,834448.0,1231514.0
LN_001846,Retail,0.04524,0.59,3107257.0,2788969.0,3107257.0
LN_001847,Retail,0.02064,0.4081,2180231.0,1477537.0,2180231.0
LN_001848,Retail,0.02122,0.551,1043024.0,856426.0,1043024.0
LN_001849,Retail,0.01564,0.4904,1720383.0,1144875.0,1720383.0
LN_001850,Retail,0.01352,0.4489,563047.0,388858.0,563047.0
LN_001851,Retail,0.07146,0.4328,2067464.0,2141166.0,2067464.0
LN_001852,Retail,0.00971,0.3979,153126.0,91222.0,153126.0
LN_001853,Retail,0.01648,0.4798,2315890.0,1714895.0,2315890.0
LN_001854,Retail,0.01657,0.2492,7231739.0,4477810.0,7231739.0
LN_001855,Retail,0.00966,0.2453,4633249.0,2741273.0,4633249.0
LN_001856,Retail,0.009,0.6383,4448796.0,3562011.0,4448796.0
LN_001857,Retail,0.01196,0.4637,1309294.0,791677.0,1309294.0
LN_001858,Retail,0.01432,0.3371,3143072.0,2090289.0,3143072.0
LN_001859,Retail,0.01334,0.4255,1331658.0,922337.0,1331658.0
LN_001860,Retail,0.02553,0.5099,1797240.0,1494215.0,1797240.0
LN_001861,Retail,0.00943,0.4151,1780584.0,1057494.0,1780584.0
LN_001862,Retail,0.02081,0.3622,76812.0,55173.0,76812.0
LN_001863,Retail,0.03543,0.7249,4773560.0,4676378.0,4773560.0
LN_001864,Retail,0.02657,0.3829,3038924.0,2017974.0,3038924.0
LN_001865,Retail,0.00962,0.4913,4410285.0,3263831.0,4410285.0
LN_001866,Retail,0.00388,0.3457,785422.0,413041.0,785422.0
